"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",55-64,male,128,316,37,,52,THB,0.21970117,,16.4556962,8.12894324,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",55-64,male,16,36,6,,9,THB,1.35347319,,25,8.12083915,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",65+,male,128,224,15,,18,THB,0.51207425,,8.03571429,7.68111376,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",55-64,male,208,346,46,,58,THB,0.15651157,,16.76300578,7.19953203,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",35-44,female,167,205,13,,19,THB,0.51692308,,9.26829268,6.72,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",55-64,female,34,56,11,,15,THB,0.60727273,,26.78571429,6.68,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",55-64,male,40,60,2,,3,THB,3.30052814,,5,6.60105628,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",55-64,male,80,220,21,,32,THB,0.31095238,,14.54545455,6.53,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",35-44,unknown,20,46,2,,2,THB,3.03048493,,4.34782609,6.06096986,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",55-64,male,12,25,2,,3,THB,2.78583582,,12,5.57167164,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",55-64,female,172,203,36,,47,THB,0.12555556,,23.15270936,4.52,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",35-44,male,35,58,6,,8,THB,0.75,,13.79310345,4.5,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",65+,male,32,125,6,,12,THB,0.71503098,,9.6,4.29018591,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",35-44,unknown,32,144,13,,21,THB,0.32462945,,14.58333333,4.22018287,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",35-44,unknown,6,20,2,,2,THB,2.06061824,,10,4.12123647,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",45-54,unknown,24,65,13,,14,THB,0.27458077,,21.53846154,3.56954997,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",55-64,male,36,39,2,,3,THB,1.71502504,,7.69230769,3.43005008,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",35-44,unknown,56,85,5,,10,THB,0.63591983,,11.76470588,3.17959913,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",25-34,unknown,80,124,11,,18,THB,0.28728518,,14.51612903,3.16013694,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025",35-44,unknown,32,69,5,,10,THB,0.52204698,,14.49275362,2.61023492,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",25-34,unknown,48,82,4,1,7,THB,0.63259173,2.5303669,8.53658537,2.5303669,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",35-44,unknown,16,68,6,,9,THB,0.41172637,,13.23529412,2.4703582,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",35-44,unknown,88,98,9,1,11,THB,0.26777778,2.41,11.2244898,2.41,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",25-34,unknown,32,58,2,,3,THB,1.19484936,,5.17241379,2.38969872,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",35-44,unknown,64,81,13,,14,THB,0.182284,,17.28395062,2.36969194,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",25-34,male,42,86,2,,2,THB,1.165,,2.3255814,2.33,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",35-44,female,65,67,13,,15,THB,0.17923077,,22.3880597,2.33,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",35-44,unknown,48,72,4,,6,THB,0.57993041,,8.33333333,2.31972163,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",65+,male,40,115,9,,15,THB,0.24552364,,13.04347826,2.20971274,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025",45-54,unknown,45,45,2,,3,THB,1.05509496,,6.66666667,2.11018992,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",35-44,male,78,109,20,,24,THB,0.102,,22.01834862,2.04,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",65+,male,48,91,7,,8,THB,0.27855332,,8.79120879,1.94987326,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",45-54,unknown,32,34,2,,3,THB,0.93513559,,8.82352941,1.87027119,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",65+,male,19,19,5,,5,THB,0.36200529,,26.31578947,1.81002643,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",25-34,female,52,53,6,1,14,THB,0.30166667,1.81,26.41509434,1.81,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",35-44,unknown,32,112,15,,19,THB,0.11799233,,16.96428571,1.76988496,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",25-34,male,70,116,10,,16,THB,0.175,,13.79310345,1.75,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",25-34,unknown,12,26,,,0,THB,,,0,1.74017982,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",45-54,unknown,64,92,11,,13,THB,0.15726251,,14.13043478,1.72988756,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",45-54,unknown,16,39,5,,5,THB,0.34595848,,12.82051282,1.72979242,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025",25-34,unknown,40,40,1,,2,THB,1.61014491,,5,1.61014491,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",45-54,unknown,48,50,1,,4,THB,1.5900689,,8,1.5900689,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",65+,male,24,71,3,,3,THB,0.50666667,,4.22535211,1.52,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",65+,female,48,71,14,,17,THB,0.10785714,,23.94366197,1.51,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",65+,unknown,8,20,2,,1,THB,0.75490483,,5,1.50980965,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",25-34,unknown,32,46,4,,3,THB,0.35745711,,6.52173913,1.42982842,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",65+,female,11,13,5,,6,THB,0.272,,46.15384615,1.36,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",45-54,unknown,24,49,7,,8,THB,0.18428571,,16.32653061,1.29,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",45-54,unknown,16,44,8,,8,THB,0.1599792,,18.18181818,1.27983362,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",25-34,unknown,10,10,1,,1,THB,1.27038115,,10,1.27038115,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",25-34,unknown,24,36,4,,5,THB,0.26496555,,13.88888889,1.05986222,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",45-54,male,30,31,8,,10,THB,0.12375,,32.25806452,0.99,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",25-34,unknown,24,41,2,,3,THB,0.49,,7.31707317,0.98,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",25-34,unknown,12,19,,,0,THB,,,0,0.88014084,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",25-34,male,18,26,1,,2,THB,0.87,,7.69230769,0.87,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",45-54,male,6,9,1,,1,THB,0.87,,11.11111111,0.87,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",45-54,unknown,12,14,5,,9,THB,0.13800202,,64.28571429,0.69001008,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",25-34,unknown,32,47,6,,8,THB,0.11332597,,17.0212766,0.6799558,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",65+,unknown,0,9,1,,2,THB,0.64992201,,22.22222222,0.64992201,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",65+,male,2,4,,,0,THB,,,0,0.59,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",35-44,unknown,5,8,1,,1,THB,0.58,,12.5,0.58,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",25-34,unknown,20,21,,,2,THB,,,9.52380952,0.49000715,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",35-44,male,8,10,,,0,THB,,,0,0.47,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",45-54,female,13,13,2,,3,THB,0.22,,23.07692308,0.44,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",55-64,unknown,0,10,,,0,THB,,,0,0.39994958,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | Engage | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",55-64,unknown,0,21,2,,2,THB,0.18998765,,9.52380952,0.3799753,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",55-64,unknown,8,12,,,0,THB,,,0,0.37005366,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",55-64,unknown,0,7,1,,1,THB,0.35,,14.28571429,0.35,2025-05-01,2025-05-31
"3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025","3020 | BU DIA | MSG | SUMMER SALE เริ่มต้นเพียง 11,900.-  | 1-31 MAY 2025",45-54,unknown,7,7,,,0,THB,,,0,0.33005281,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",55-64,unknown,0,14,1,,1,THB,0.31995841,,7.14285714,0.31995841,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Package | 4-31 MAY 2025",65+,unknown,0,11,,,0,THB,,,0,0.29004206,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025","3020 | BU DIA | Engage | SUPER SURPRISE SALE | 16-31 MAY 2025",65+,unknown,0,7,,,0,THB,,,0,0.26,2025-05-01,2025-05-31
"3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025","3020 | BU DIA | Engage | LEVA Collection | 7-31 MAY 2025",45-54,female,9,9,,,0,THB,,,0,0.24,2025-05-01,2025-05-31
