"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",55-64,male,14,43,3,,6,THB,1.90807027,,13.95348837,5.72421081,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",35-44,male,172,219,29,,36,THB,0.19551724,,16.43835616,5.67,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",45-54,unknown,4,10,,,0,THB,,,0,5.61021439,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",35-44,male,163,207,14,,17,THB,0.3999655,,8.21256039,5.59951698,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",35-44,unknown,47,96,11,,13,THB,0.50759639,,13.54166667,5.58356029,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",18-24,male,80,171,12,,12,THB,0.44418279,,7.01754386,5.33019345,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",45-54,male,116,193,25,,29,THB,0.21283031,,15.02590674,5.32075781,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",35-44,unknown,58,137,19,,24,THB,0.27440132,,17.51824818,5.21362507,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",18-24,male,15,35,2,1,1,THB,2.4503086,4.90061719,2.85714286,4.90061719,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",18-24,male,108,153,22,,23,THB,0.21333311,,15.03267974,4.69332847,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",18-24,male,71,135,16,,15,THB,0.28498428,,11.11111111,4.55974854,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",35-44,unknown,18,49,3,,4,THB,1.5184643,,8.16326531,4.5553929,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",25-34,unknown,66,116,10,,10,THB,0.45244677,,8.62068966,4.52446773,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",35-44,unknown,76,152,32,,40,THB,0.13863839,,26.31578947,4.43642839,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",18-24,female,157,170,10,,13,THB,0.4391778,,7.64705882,4.39177802,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",25-34,male,121,155,18,,19,THB,0.24388889,,12.25806452,4.39,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",65+,male,9,51,,,0,THB,,,0,4.20516958,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",35-44,unknown,52,108,12,,13,THB,0.33272119,,12.03703704,3.99265427,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68",45-54,unknown,48,109,19,,21,THB,0.1979175,,19.26605505,3.76043245,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",45-54,unknown,12,49,4,,2,THB,0.91715136,,4.08163265,3.66860545,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",18-24,male,113,124,6,,7,THB,0.60894226,,5.64516129,3.65365358,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",65+,male,34,53,5,,11,THB,0.68915734,,20.75471698,3.44578668,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",45-54,male,103,129,20,,25,THB,0.17217766,,19.37984496,3.44355322,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",25-34,unknown,97,141,19,,19,THB,0.17669985,,13.4751773,3.35729716,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",25-34,unknown,35,60,8,,11,THB,0.39704208,,18.33333333,3.17633663,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",65+,male,9,53,,,0,THB,,,0,3.15741954,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",45-54,unknown,6,12,1,,1,THB,3.08409514,,8.33333333,3.08409514,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",25-34,unknown,49,70,43,,5,THB,0.07021302,,7.14285714,3.01915973,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",55-64,male,17,28,2,,3,THB,1.50826047,,10.71428571,3.01652095,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",45-54,unknown,10,23,,,0,THB,,,0,2.97698922,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68",65+,male,35,70,12,,11,THB,0.24752847,,15.71428571,2.97034159,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",55-64,male,36,102,14,,17,THB,0.19769798,,16.66666667,2.76777177,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",45-54,unknown,40,77,5,,5,THB,0.55098629,,6.49350649,2.75493144,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",45-54,unknown,36,75,6,,7,THB,0.43798073,,9.33333333,2.62788438,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",55-64,male,13,39,3,,3,THB,0.83839479,,7.69230769,2.51518438,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",55-64,male,8,27,4,1,3,THB,0.62031234,2.48124935,11.11111111,2.48124935,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",35-44,unknown,8,25,3,,4,THB,0.81510605,,16,2.44531815,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",18-24,male,49,79,12,,14,THB,0.20233711,,17.72151899,2.42804527,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",45-54,male,33,44,1,,3,THB,2.36806465,,6.81818182,2.36806465,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",45-54,unknown,28,46,6,,5,THB,0.38751406,,10.86956522,2.32508436,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",55-64,male,57,69,7,,8,THB,0.32857143,,11.5942029,2.3,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",25-34,unknown,36,55,4,,4,THB,0.57144864,,7.27272727,2.28579457,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",35-44,unknown,42,79,11,,14,THB,0.20408662,,17.72151899,2.24495278,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",45-54,male,27,39,6,,7,THB,0.36703889,,17.94871795,2.20223336,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",45-54,unknown,14,30,,,1,THB,,,3.33333333,2.17013783,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",65+,male,32,46,9,,7,THB,0.23724439,,15.2173913,2.13519954,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",18-24,male,27,68,3,,9,THB,0.65923968,,13.23529412,1.97771903,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68",25-34,unknown,45,64,4,,8,THB,0.48755607,,12.5,1.95022428,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",35-44,unknown,6,15,,,0,THB,,,0,1.93841579,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",18-24,male,32,41,29,,5,THB,0.06618848,,12.19512195,1.91946579,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",45-54,unknown,24,50,4,,4,THB,0.4794138,,8,1.9176552,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",55-64,male,20,41,1,,3,THB,1.89012005,,7.31707317,1.89012005,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",65+,male,9,22,,,0,THB,,,0,1.87783423,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",25-34,unknown,16,29,4,,5,THB,0.46002922,,17.24137931,1.84011687,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",65+,male,8,31,2,,3,THB,0.91824192,,9.67741935,1.83648384,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",35-44,unknown,28,38,22,,3,THB,0.08043216,,7.89473684,1.76950752,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",18-24,male,22,48,1,,1,THB,1.65936922,,2.08333333,1.65936922,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",25-34,unknown,20,33,3,,4,THB,0.54551335,,12.12121212,1.63654006,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",18-24,male,29,52,10,,11,THB,0.162,,21.15384615,1.62,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",65+,male,10,16,2,,1,THB,0.80505113,,6.25,1.61010226,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",25-34,unknown,15,26,1,,1,THB,1.59838347,,3.84615385,1.59838347,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",25-34,unknown,30,42,3,,4,THB,0.50220425,,9.52380952,1.50661276,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",65+,male,33,37,3,,3,THB,0.49666667,,8.10810811,1.49,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",45-54,unknown,16,32,22,,3,THB,0.06634517,,9.375,1.45959378,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",18-24,male,50,54,2,,2,THB,0.72364524,,3.7037037,1.44729048,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",45-54,unknown,3,4,,,0,THB,,,0,1.41884042,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",45-54,unknown,22,46,4,,5,THB,0.35420366,,10.86956522,1.41681464,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",45-54,unknown,30,46,4,,4,THB,0.33452448,,8.69565217,1.3380979,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",25-34,unknown,26,27,17,,1,THB,0.07458651,,3.7037037,1.26797063,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",55-64,male,25,47,7,,10,THB,0.17826179,,21.27659574,1.24783251,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",35-44,unknown,24,25,17,,1,THB,0.06812626,,4,1.1581464,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",65+,male,6,16,5,,5,THB,0.22776964,,31.25,1.13884822,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",18-24,male,22,34,,,1,THB,,,2.94117647,1.12907724,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",25-34,unknown,36,37,1,,2,THB,1.11805793,,5.40540541,1.11805793,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",55-64,male,25,41,8,,8,THB,0.13100474,,19.51219512,1.04803794,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",18-24,male,12,28,1,,4,THB,1.01896946,,14.28571429,1.01896946,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",35-44,unknown,18,33,5,,5,THB,0.1955865,,15.15151515,0.97793248,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",55-64,unknown,2,2,,,0,THB,,,0,0.97006161,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",45-54,unknown,14,24,5,,5,THB,0.188,,20.83333333,0.94,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",55-64,unknown,2,2,,,0,THB,,,0,0.92906039,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",25-34,unknown,7,33,1,,1,THB,0.91965041,,3.03030303,0.91965041,2025-09-01,2025-09-30
