"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 4-30 Nov 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 4-30 Nov 25 [Retargeting]",45-54,female,759,1355,140,4,201,THB,1.14551564,40.09304725,14.83394834,160.372189,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25","Modern Pearl, Minimal You Sale up to 60%","3020 | BU DIA | Engage | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25 [Interest]",45-54,female,4155,6493,787,6,1088,THB,0.20106767,26.37337643,16.75650701,158.24025855,2025-11-01,2025-11-30
"3020 | BU DIA | Message | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 - Copy","จัดตามงบ ได้ครบตามใจ Sale up to 50% off","3020 | BU DIA | Message  | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 [Interest]",25-34,female,2614,4505,269,7,386,THB,0.56321173,21.64342229,8.56825749,151.50395603,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Interest]",45-54,female,3084,5172,466,2,745,THB,0.32075273,74.7353872,14.40448569,149.47077439,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 4-30 Nov 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- |  4-30 Nov 25 [Interest]",35-44,female,3375,6295,837,2,1058,THB,0.17500833,73.24098658,16.80698967,146.48197315,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",18-24,female,2492,3940,560,,709,THB,0.21653683,,17.99492386,121.26062494,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25","จัดตามงบ ได้ครบตามใจ Sale up to 50% off","3020 | BU DIA | Engage  | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 [Interest]",25-34,female,3868,5425,606,4,770,THB,0.19031084,28.83209298,14.19354839,115.32837194,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25","Modern Pearl, Minimal You Sale up to 60%","3020 | BU DIA | Engage | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25 [Interest]",25-34,female,4219,5861,632,14,915,THB,0.17610493,7.9498797,15.61167036,111.29831586,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 4-30 Nov 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 4-30 Nov 25 [Retargeting]",45-54,female,1835,3275,542,3,637,THB,0.20447636,36.94206159,19.45038168,110.82618477,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 4-30 Nov 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- |  4-30 Nov 25 [Interest]",45-54,female,2123,3819,554,,702,THB,0.18426788,,18.38177533,102.08440603,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message |Wedding Package sale up to 60% off | 2-30 Nov 25 [Retargeting]",45-54,female,293,539,36,1,47,THB,2.66919194,96.09090996,8.71985158,96.09090996,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25","The Season of Gift Finding Sale up to 60% off","3020 | BU DIA | Engage |The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25 [Interest]",25-34,female,2993,4861,491,1,587,THB,0.19246864,94.50210058,12.07570459,94.50210058,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Retargeting]",25-34,male,1299,2382,255,,289,THB,0.36906796,,12.13266163,94.11233094,2025-11-01,2025-11-30
"3020 | BU DIA | Message | The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25","The Season of Gift Finding Sale up to 60% off","3020 | BU DIA | Message |The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25 [Interest]",55-64,female,417,857,110,3,133,THB,0.85409742,31.31690543,15.51925321,93.95071629,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message |Wedding Package sale up to 60% off | 2-30 Nov 25 [Retargeting]",35-44,male,412,982,97,2,142,THB,0.94318012,45.74423577,14.46028513,91.48847154,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Retargeting]",55-64,female,1175,2164,285,,383,THB,0.31726964,,17.6987061,90.4218474,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message |Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",25-34,male,588,1301,78,5,114,THB,1.15604469,18.03429722,8.76249039,90.17148608,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25","The Season of Gift Finding Sale up to 60% off","3020 | BU DIA | Engage |The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25 [Retargeting]",55-64,female,1503,2866,395,3,447,THB,0.22689949,29.8750993,15.59665038,89.6252979,2025-11-01,2025-11-30
"3020 | BU DIA | Message | The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","3020 | BU DIA | Message |The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25  [Interest]",55-64,female,559,777,82,,105,THB,1.09067984,,13.51351351,89.43574695,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message |Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",45-54,female,342,661,46,,62,THB,1.93937747,,9.37972769,89.21136378,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Interest]",25-34,female,2812,4090,327,1,544,THB,0.27252082,89.11430965,13.3007335,89.11430965,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25","NEW ARRIVAL แหวนเพชร Simplify Collection","3020 | BU DIA | Engage  | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25 [Retargeting]",55-64,female,956,1788,222,,290,THB,0.38322458,,16.21923937,85.07585696,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25","The Season of Gift Finding Sale up to 60% off","3020 | BU DIA | Engage |The Season of Gift Finding Sale up to 60% off | 1-15 Nov 25 [Interest]",55-64,female,1753,3031,371,,446,THB,0.21891912,,14.71461564,81.21899415,2025-11-01,2025-11-30
"3020 | BU DIA | Message | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 - Copy","จัดตามงบ ได้ครบตามใจ Sale up to 50% off","3020 | BU DIA | Message  | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 [Retargeting]",55-64,female,372,767,100,4,132,THB,0.78245612,19.56140293,17.20990874,78.24561174,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25","NEW ARRIVAL แหวนเพชร Simplify Collection","3020 | BU DIA | Engage  | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25 [Interest]",25-34,female,1799,2730,217,2,334,THB,0.31627374,34.31570045,12.23443223,68.6314009,2025-11-01,2025-11-30
"3020 | BU DIA | Message | The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","3020 | BU DIA | Message |The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25  [Retargeting]",55-64,female,340,449,38,1,42,THB,1.7808366,67.67179083,9.35412027,67.67179083,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25","Modern Pearl, Minimal You Sale up to 60%","3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25 [Retargeting]",55-64,female,419,685,105,2,145,THB,0.63263094,33.21312456,21.16788321,66.42624913,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",35-44,female,1666,2281,284,,359,THB,0.22322539,,15.73871109,63.39601096,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25","NEW ARRIVAL แหวนเพชร Simplify Collection","3020 | BU DIA | Engage  | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25 [Retargeting]",25-34,male,675,1321,149,,167,THB,0.4185523,,12.64193793,62.36429341,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Interest]",55-64,female,1173,2021,216,,336,THB,0.28364219,,16.62543295,61.26671305,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25","NEW ARRIVAL แหวนเพชร Simplify Collection","3020 | BU DIA | Engage  | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25 [Interest]",55-64,female,998,1666,157,,244,THB,0.36792895,,14.64585834,57.76484581,2025-11-01,2025-11-30
