"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",45-54,unknown,2,2,,,0,THB,,,0,0.1,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [Other-Province]",65+,unknown,4,4,,,0,THB,,,0,0.09999851,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [Other-Province]",45-54,unknown,3,3,,,0,THB,,,0,0.09,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",65+,unknown,2,3,,,0,THB,,,0,0.08,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",65+,unknown,1,2,,,0,THB,,,0,0.08,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",45-54,unknown,2,2,,,0,THB,,,0,0.07000126,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [BKK]",35-44,unknown,2,2,,,0,THB,,,0,0.07,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",25-34,unknown,1,1,,,0,THB,,,0,0.06,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",55-64,unknown,1,1,,,0,THB,,,0,0.04000065,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",55-64,unknown,1,1,,,0,THB,,,0,0.04,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [Other-Province]",55-64,unknown,1,1,,,0,THB,,,0,0.03000024,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [Other-Province]",35-44,unknown,1,1,,,0,THB,,,0,0.02,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [BKK]",55-64,unknown,1,1,,,0,THB,,,0,0.02,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [Other-Province]",55-64,unknown,1,1,,,0,THB,,,0,0.02,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [BKK]",65+,unknown,1,1,,,0,THB,,,0,0.02,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [BKK]",65+,unknown,1,1,,,0,THB,,,0,0.02,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [Other-Province]",65+,unknown,1,1,,,0,THB,,,0,0.01000008,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",55-64,unknown,1,2,,,0,THB,,,0,0.01,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",18-24,unknown,1,2,,,0,THB,,,0,0.00999961,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Message | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",45-54,unknown,1,1,,,0,THB,,,0,0.00999945,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",35-44,unknown,1,2,,,0,THB,,,0,0,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",55-64,unknown,1,1,,,0,THB,,,0,0,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",65+,unknown,1,1,,,0,THB,,,0,0,2026-04-01,2026-04-30
